vendor,kind,gpu_family_id,family,series,segment,codename,arch,model,model_full,cores,p_cores,e_cores,threads,base_clock,boost_clock,all_core_boost,l2_cache,l3_cache,tdp,tdp_config_up,process,socket,socket_count,pcie_gen,pcie_lanes,mem_type,mem_channels,mem_speed,mem_max_capacity,ecc,cxl,upi_links,igpu_model,igpu_cores,igpu_clock,npu_tops,launch_date,launch_price_usd,part_number,source_url,source_tier,confidence,notes
Intel,cpu,,Core,Intel Core i5 Processors (14th gen),mobile,Raptor Lake-HX,Raptor Cove + Gracemont,Core i5 processor 14450HX,Intel Core i5 processor 14450HX,10,6,4,16,2.40 GHz,4.80 GHz,,,20 MB,55W,157W,Intel 7,FCBGA1964,1,5.0,20,Up to DDR5 5600 MT/s Up to DDR4 3200 MT/s,2,,192 GB,,,,Intel UHD Graphics for 14th Gen Intel Processors,,1.50 GHz,,2024-Q1,,,https://ark.intel.com/,1,high,
Intel,cpu,,Core,Intel Core i5 Processors (14th gen),mobile,Raptor Lake-HX,Raptor Cove + Gracemont,Core i5 processor 14500HX,Intel Core i5 processor 14500HX,14,6,8,20,2.60 GHz,4.90 GHz,,,24 MB,55W,157W,Intel 7,FCBGA1964,1,5.0,20,Up to DDR5 5600 MT/s Up to DDR4 3200 MT/s,2,,192 GB,,,,Intel UHD Graphics for 14th Gen Intel Processors,,1.55 GHz,,2024-Q1,,,https://ark.intel.com/,1,high,
Intel,cpu,,Core,Intel Core i7 Processors (14th gen),mobile,Raptor Lake-HX,Raptor Cove + Gracemont,Core i7 processor 14700HX,Intel Core i7 processor 14700HX,20,8,12,28,2.10 GHz,5.50 GHz,,,33 MB,55W,157W,Intel 7,FCBGA1964,1,5.0,20,Up to DDR5 5600 MT/s Up to DDR4 3200 MT/s,2,,192 GB,,,,Intel UHD Graphics for 14th Gen Intel Processors,,1.60 GHz,,2024-Q1,,,https://ark.intel.com/,1,high,
Intel,cpu,,Core,Intel Core i7 processors (14th gen),mobile,Raptor Lake-HX,Raptor Cove + Gracemont,Core i7 processor 14650HX,Intel Core i7 processor 14650HX,16,8,8,24,2.20 GHz,5.20 GHz,,,30 MB,55W,157W,Intel 7,FCBGA1964,1,5.0,20,Up to DDR5 5600 MT/s Up to DDR4 3200 MT/s,2,,192 GB,,,,Intel UHD Graphics for 14th Gen Intel Processors,,1.60 GHz,,2024-Q1,,,https://ark.intel.com/,1,high,
Intel,cpu,,Core,Intel Core i9 Processors (14th gen),mobile,Raptor Lake-HX,Raptor Cove + Gracemont,Core i9 processor 14900HX,Intel Core i9 processor 14900HX,24,8,16,32,2.20 GHz,5.80 GHz,,,36 MB,55W,157W,Intel 7,FCBGA1964,1,5.0,20,Up to DDR5 5600 MT/s Up to DDR4 3200 MT/s,2,,192 GB,,,,Intel UHD Graphics for 14th Gen Intel Processors,,1.65 GHz,,2024-Q1,,,https://ark.intel.com/,1,high,
Intel,cpu,,Core,Intel Core processors (Series 1),mobile,Raptor Lake-U,Raptor Cove + Gracemont,Core 3 processor 100U,Intel Core 3 processor 100U,6,2,4,8,1.20 GHz,4.70 GHz,,,10 MB,15W,55W,Intel 7,FCBGA1744,,4,20,Up to DDR5 5200 MT/sUp to DDR4 3200 MT/sUp to LPDDR5/X 5200 MT/sUp to LPDDR4X 4267 MT/s,2,,96 GB,no,,,Intel Graphics,,1.25 GHz,,2024-Q1,,,https://ark.intel.com/,1,high,0 of the E-cores are low-power (LP E-cores)
Intel,cpu,,Core,Intel Core processors (Series 1),mobile,Raptor Lake-U,Raptor Cove + Gracemont,Core 5 processor 120U,Intel Core 5 processor 120U,10,2,8,12,1.40 GHz,5.00 GHz,,,12 MB,15W,55W,Intel 7,FCBGA1744,,4,20,Up to DDR5 5200 MT/sUp to DDR4 3200 MT/sUp to LPDDR5/X 5200 MT/sUp to LPDDR4X 4267 MT/s,2,,96 GB,no,,,Intel Graphics,,1.30 GHz,,2024-Q1,,,https://ark.intel.com/,1,high,0 of the E-cores are low-power (LP E-cores)
Intel,cpu,,Core,Intel Core processors (Series 1),mobile,Raptor Lake-U,Raptor Cove + Gracemont,Core 7 processor 150U,Intel Core 7 processor 150U,10,2,8,12,1.80 GHz,5.40 GHz,,,12 MB,15W,55W,Intel 7,FCBGA1744,,4,20,Up to DDR5 5200 MT/sUp to DDR4 3200 MT/sUp to LPDDR5/X 5200 MT/sUp to LPDDR4X 4267 MT/s,2,,96 GB,no,,,Intel Graphics,,1.30 GHz,,2024-Q1,,,https://ark.intel.com/,1,high,0 of the E-cores are low-power (LP E-cores)
Intel,cpu,,Core,Intel Core processors (Series 2),mobile,Raptor Lake-H,Raptor Cove + Gracemont,Core 5 processor 210H,Intel Core 5 processor 210H,8,4,4,12,2.20 GHz,4.80 GHz,,,12 MB,45W,115W,Intel 7,FCBGA1744,,5,28,Up to DDR5 5200 MT/sUp to DDR4 3200 MT/sUp to LPDDR5/X 5200 MT/sUp to LPDDR4X 4267 MT/s,2,,96 GB,no,,,Intel Graphics,,1.40 GHz,,2024-Q4,,,https://ark.intel.com/,1,high,0 of the E-cores are low-power (LP E-cores)
Intel,cpu,,Core,Intel Core processors (Series 2),mobile,Raptor Lake-H,Raptor Cove + Gracemont,Core 5 processor 220H,Intel Core 5 processor 220H,12,4,8,16,2.70 GHz,4.90 GHz,,,18 MB,45W,115W,Intel 7,FCBGA1744,,5,28,Up to DDR5 5200 MT/sUp to DDR4 3200 MT/sUp to LPDDR5/X 6400 MT/sUp to LPDDR4X 4267 MT/s,2,,96 GB,no,,,Intel Graphics,,1.50 GHz,,2024-Q4,,,https://ark.intel.com/,1,high,0 of the E-cores are low-power (LP E-cores)
Intel,cpu,,Core,Intel Core processors (Series 2),mobile,Raptor Lake-U,Raptor Cove + Gracemont,Core 5 processor 220U,Intel Core 5 processor 220U,10,2,8,12,1.40 GHz,5.00 GHz,,,12 MB,15W,55W,Intel 7,FCBGA1744,,4,20,Up to DDR5 5200 MT/sUp to DDR4 3200 MT/sUp to LPDDR5/X 6400 MT/sUp to LPDDR4X 4267 MT/s,2,,96 GB,no,,,Intel Graphics,,1.30 GHz,,2025-Q1,,,https://ark.intel.com/,1,high,0 of the E-cores are low-power (LP E-cores)
Intel,cpu,,Core,Intel Core processors (Series 2),mobile,Raptor Lake-H,Raptor Cove + Gracemont,Core 7 processor 240H,Intel Core 7 processor 240H,10,6,4,16,2.50 GHz,5.20 GHz,,,24 MB,45W,115W,Intel 7,FCBGA1744,,5,28,Up to DDR5 6400 MT/sUp to DDR4 3200 MT/sUp to LPDDR5/X 6400 MT/sUp to LPDDR4X 4267 MT/s,2,,96 GB,no,,,Intel Graphics,,1.55 GHz,,2024-Q4,,,https://ark.intel.com/,1,high,0 of the E-cores are low-power (LP E-cores)
Intel,cpu,,Core,Intel Core processors (Series 2),mobile,Raptor Lake-H,Raptor Cove + Gracemont,Core 7 processor 250H,Intel Core 7 processor 250H,14,6,8,20,2.50 GHz,5.40 GHz,,,24 MB,45W,115W,Intel 7,FCBGA1744,,5,28,Up to DDR5 6400 MT/sUp to DDR4 3200 MT/sUp to LPDDR5/X 6400 MT/sUp to LPDDR4X 4267 MT/s,2,,96 GB,no,,,Intel Graphics,,1.55 GHz,,2024-Q4,,,https://ark.intel.com/,1,high,0 of the E-cores are low-power (LP E-cores)
Intel,cpu,,Core,Intel Core processors (Series 2),mobile,Raptor Lake-U,Raptor Cove + Gracemont,Core 7 processor 250U,Intel Core 7 processor 250U,10,2,8,12,1.80 GHz,5.40 GHz,,,12 MB,15W,55W,Intel 7,FCBGA1744,,4,20,Up to DDR5 5200 MT/sUp to DDR4 3200 MT/sUp to LPDDR5/X 6400 MT/sUp to LPDDR4X 4267 MT/s,2,,96 GB,no,,,Intel Graphics,,1.30 GHz,,2025-Q1,,,https://ark.intel.com/,1,high,0 of the E-cores are low-power (LP E-cores)
Intel,cpu,,Core,Intel Core processors (Series 2),mobile,Raptor Lake-H,Raptor Cove + Gracemont,Core 9 processor 270H,Intel Core 9 processor 270H,14,6,8,20,2.70 GHz,5.80 GHz,,,24 MB,45W,115W,Intel 7,FCBGA1744,,5,28,Up to DDR5 6400 MT/sUp to DDR4 3200 MT/sUp to LPDDR5/X 6400 MT/sUp to LPDDR4X 4267 MT/s,2,,96 GB,no,,,Intel Graphics,,1.55 GHz,,2024-Q4,,,https://ark.intel.com/,1,high,0 of the E-cores are low-power (LP E-cores)
Intel,cpu,,Core,Intel Core processors (Series 3),mobile,Wildcat Lake,Cougar Cove + Darkmont,Core 3 processor 304,Intel Core 3 processor 304,5,1,4,5,1.50 GHz,4.30 GHz,,,6 MB,15W,35W,Intel 18A,FCBGA1516,,4.0,6,Up to LPDDR5X 7467 MT/s Up to DDR5 6400 MT/s,1,,64 GB,,,,Intel Graphics,1,2.30 GHz,15,2026-Q2,,,https://ark.intel.com/,1,high,4 of the E-cores are low-power (LP E-cores)
Intel,cpu,,Core,Intel Core processors (Series 3),mobile,Wildcat Lake,Cougar Cove + Darkmont,Core 5 processor 315,Intel Core 5 processor 315,6,2,4,6,1.50 GHz,4.40 GHz,,,6 MB,15W,35W,Intel 18A,FCBGA1516,,4.0,6,Up to LPDDR5X 7467 MT/s Up to DDR5 6400 MT/s,1,,64 GB,,,,Intel Graphics,2,2.30 GHz,15,2026-Q2,,,https://ark.intel.com/,1,high,4 of the E-cores are low-power (LP E-cores)
Intel,cpu,,Core,Intel Core processors (Series 3),mobile,Wildcat Lake,Cougar Cove + Darkmont,Core 5 processor 320,Intel Core 5 processor 320,6,2,4,6,1.50 GHz,4.60 GHz,,,6 MB,15W,35W,Intel 18A,FCBGA1516,,4.0,6,Up to LPDDR5X 7467 MT/s Up to DDR5 6400 MT/s,1,,64 GB,,,,Intel Graphics,2,2.50 GHz,16,2026-Q2,,,https://ark.intel.com/,1,high,4 of the E-cores are low-power (LP E-cores)
Intel,cpu,,Core,Intel Core processors (Series 3),mobile,Wildcat Lake,Cougar Cove + Darkmont,Core 5 processor 330,Intel Core 5 processor 330,6,2,4,6,1.50 GHz,4.60 GHz,,,6 MB,15W,35W,Intel 18A,FCBGA1516,,4.0,6,Up to LPDDR5X 7467 MT/s Up to DDR5 6400 MT/s,1,,64 GB,,,,Intel Graphics,2,2.50 GHz,16,2026-Q2,,,https://ark.intel.com/,1,high,4 of the E-cores are low-power (LP E-cores)
Intel,cpu,,Core,Intel Core processors (Series 3),mobile,Wildcat Lake,Cougar Cove + Darkmont,Core 7 processor 350,Intel Core 7 processor 350,6,2,4,6,1.50 GHz,4.80 GHz,,,6 MB,15W,35W,Intel 18A,FCBGA1516,,4.0,6,Up to LPDDR5X 7467 MT/s Up to DDR5 6400 MT/s,1,,64 GB,,,,Intel Graphics,2,2.60 GHz,17,2026-Q2,,,https://ark.intel.com/,1,high,4 of the E-cores are low-power (LP E-cores)
Intel,cpu,,Core,Intel Core processors (Series 3),mobile,Wildcat Lake,Cougar Cove + Darkmont,Core 7 processor 360,Intel Core 7 processor 360,6,2,4,6,1.50 GHz,4.80 GHz,,,6 MB,15W,35W,Intel 18A,FCBGA1516,,4.0,6,Up to LPDDR5X 7467 MT/s Up to DDR5 6400 MT/s,1,,64 GB,,,,Intel Graphics,2,2.60 GHz,17,2026-Q2,,,https://ark.intel.com/,1,high,4 of the E-cores are low-power (LP E-cores)
Intel,cpu,,Intel Processor,Intel Processor N-series,mobile,Alder Lake-N,Gracemont,Processor N100,Intel Processor N100,4,,,4,,3.40 GHz,,,6 MB,6W,,Intel 7,FCBGA1264,,,9,DDR4 3200 MT/s DDR5 4800 MT/s LPDDR5 4800 MT/s,1,4800 MHz,16 GB,no,,,Intel UHD Graphics,,0.75 GHz,,2023-Q1,,,https://ark.intel.com/,1,high,
Intel,cpu,,Intel Processor,Intel Processor N-series,mobile,Twin Lake,Gracemont,Processor N150,Intel Processor N150,4,,,4,,3.60 GHz,,,6 MB,6W,,Intel 7,FCBGA1264,,,9,DDR4 3200 MT/s DDR5 4800 MT/s LPDDR5 4800 MT/s,1,4800 MHz,16 GB,no,,,Intel Graphics,,1.00 GHz,,2025-Q1,,,https://ark.intel.com/,1,high,
Intel,cpu,,Intel Processor,Intel Processor N-series,mobile,Alder Lake-N,Gracemont,Processor N200,Intel Processor N200,4,,,4,,3.70 GHz,,,6 MB,6W,,Intel 7,FCBGA1264,,,9,DDR4 3200 MT/s DDR5 4800 MT/s LPDDR5 4800 MT/s,1,4800 MHz,16 GB,no,,,Intel UHD Graphics,,0.75 GHz,,2023-Q1,,,https://ark.intel.com/,1,high,
Intel,cpu,,Intel Processor,Intel Processor N-series,mobile,Twin Lake,Gracemont,Processor N250,Intel Processor N250,4,,,4,,3.80 GHz,,,6 MB,6W,,Intel 7,FCBGA1264,,,9,DDR4 3200 MT/s DDR5 4800 MT/s LPDDR5 4800 MT/s,1,4800 MHz,16 GB,no,,,Intel Graphics,,1.25 GHz,,2025-Q1,,,https://ark.intel.com/,1,high,
Intel,cpu,,Intel Processor,Intel Processor U-series,mobile,Raptor Lake-U,Raptor Cove + Gracemont,Processor U300,Intel Processor U300,5,1,4,6,,4.40 GHz,,,8 MB,15W,55W,Intel 7,FCBGA1744,,4,20,Up to DDR5 5200 MT/s Up to DDR4 3200 MT/s Up to LPDDR5/x 5200 MT/s Up to LPDDR4x 4267 MT/s,2,,96 GB,no,,,Intel UHD Graphics for 13th Gen Intel Processors,,1.10 GHz,,2023-Q1,,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,Intel Xeon E Processor,mobile,Coffee Lake-H,Coffee Lake,Xeon E-2176M,Intel Xeon E-2176M Processor,6,,,12,2.70 GHz,4.40 GHz,4.40 GHz,,12 MB,45W,,14 nm,FCBGA1440,,3.0,16,DDR4-2666 | LPDDR3-2133,2,,64 GB,yes,,,Intel UHD Graphics P630,,1.20 GHz,,2018-Q2,450,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,Intel Xeon E Processor,mobile,Coffee Lake-H,Coffee Lake,Xeon E-2186M,Intel Xeon E-2186M Processor,6,,,12,2.90 GHz,4.80 GHz,,,12 MB,45W,,14 nm,FCBGA1440,,3.0,16,DDR4-2666 | LPDDR3-2133,2,,64 GB,yes,,,Intel UHD Graphics P630,,1.20 GHz,,2018-Q2,670,,https://ark.intel.com/,1,high,Discontinued
Intel,cpu,,Xeon,Intel Xeon E Processor,mobile,Coffee Lake-H Refresh,Coffee Lake,Xeon E-2276M,Intel Xeon E-2276M Processor,6,,,12,2.80 GHz,4.70 GHz,,,12 MB,45W,,14 nm,FCBGA1440,,3.0,16,DDR4-2666 | LPDDR3-2133,2,,128 GB,yes,,,Intel UHD Graphics P630,,1.20 GHz,,2019-Q2,,,https://ark.intel.com/,1,high,Discontinued
Intel,cpu,,Xeon,Intel Xeon E Processor,mobile,Coffee Lake-H Refresh,Coffee Lake,Xeon E-2286M,Intel Xeon E-2286M Processor,8,,,16,2.40 GHz,5.00 GHz,,,16 MB,45W,,14 nm,FCBGA1440,,3.0,16,DDR4-2666 | LPDDR3-2133,2,,128 GB,yes,,,Intel UHD Graphics P630,,1.25 GHz,,2019-Q2,,,https://ark.intel.com/,1,high,Discontinued
Intel,cpu,,Xeon,Intel Xeon W Processor,mobile,Comet Lake-H,Skylake (Comet Lake),Xeon W-10855M,Intel Xeon W-10855M Processor,6,,,12,2.80 GHz,5.10 GHz,,,12 MB,45W,,14 nm,FCBGA1440,,3.0,16,DDR4-2933,2,,128 GB,yes,,,Intel UHD Graphics for 10th Gen Intel Processors,,1.20 GHz,,2020-Q2,,,https://ark.intel.com/,1,high,Discontinued
Intel,cpu,,Xeon,Intel Xeon W Processor,mobile,Comet Lake-H,Skylake (Comet Lake),Xeon W-10885M,Intel Xeon W-10885M Processor,8,,,16,2.40 GHz,5.30 GHz,,,16 MB,45W,,14 nm,FCBGA1440,,3.0,16,DDR4-2933,2,,128 GB,yes,,,Intel UHD Graphics for 10th Gen Intel Processors,,1.25 GHz,,2020-Q2,,,https://ark.intel.com/,1,high,Discontinued
Intel,cpu,,Xeon,Intel Xeon W Processor,mobile,Tiger Lake-H,Willow Cove,Xeon W-11855M,Intel Xeon W-11855M Processor,6,,,12,,4.90 GHz,,,18 MB,,45W,10 nm SuperFin,FCBGA1787,,4,20,Up to 3200 MT/s,2,,128 GB,yes,,,Intel UHD Graphics for 11th Gen Intel Processors,,1.45 GHz,,2021-Q2,450,,https://ark.intel.com/,1,high,Discontinued
Intel,cpu,,Xeon,Intel Xeon W Processor,mobile,Tiger Lake-H,Willow Cove,Xeon W-11955M,Intel Xeon W-11955M Processor,8,,,16,,5.00 GHz,,,24 MB,,45W,10 nm SuperFin,FCBGA1787,,4,20,Up to 3200 MT/s,2,,128 GB,yes,,,Intel UHD Graphics for 11th Gen Intel Processors,,1.45 GHz,,2021-Q2,623,,https://ark.intel.com/,1,high,Discontinued
Intel,cpu,,Core,12th Generation Intel Core i3 Processors,embedded,Alder Lake-U,Golden Cove + Gracemont,Core i3-1215UL,Intel Core i3-1215UL Processor,6,2,4,8,1.20 GHz,4.40 GHz,,,10 MB,15W,28W,Intel 7,FCLGA1700,,4,20,Up to DDR5 4800 MT/s Up to DDR4 3200 MT/s,2,,64 GB,no,,,Intel UHD Graphics for 12th Gen Intel Processors,,1.10 GHz,,2022-Q3,510,,https://ark.intel.com/,1,high,
Intel,cpu,,Core,12th Generation Intel Core i5 Processors,embedded,Alder Lake-U,Golden Cove + Gracemont,Core i5-1235UL,Intel Core i5-1235UL Processor,10,2,8,12,1.30 GHz,4.40 GHz,,,12 MB,15W,28W,Intel 7,FCLGA1700,,4,20,Up to DDR5 4800 MT/s Up to DDR4 3200 MT/s,2,,64 GB,no,,,Intel Iris Xe Graphics eligible,,1.20 GHz,,2022-Q3,538,,https://ark.intel.com/,1,high,
Intel,cpu,,Core,12th Generation Intel Core i5 Processors,embedded,Alder Lake-U,Golden Cove + Gracemont,Core i5-1245UL,Intel Core i5-1245UL Processor,10,2,8,12,1.60 GHz,4.40 GHz,,,12 MB,15W,28W,Intel 7,FCLGA1700,,4,20,Up to DDR5 4800 MT/s Up to DDR4 3200 MT/s,2,,64 GB,no,,,Intel Iris Xe Graphics eligible,,1.25 GHz,,2022-Q3,373,,https://ark.intel.com/,1,high,
Intel,cpu,,Core,12th Generation Intel Core i5 Processors,embedded,Alder Lake-S,Golden Cove + Gracemont,Core i5-12500E,Intel Core i5-12500E Processor,6,6,0,12,2.90 GHz,4.50 GHz,,7.5 MB,18 MB,65W,,Intel 7,FCLGA1700,1,5.0,20,Up to DDR5 4800 MT/s Up to DDR4 3200 MT/s,2,,128 GB,yes,,,Intel UHD Graphics 770,,1.45 GHz,,2022-Q1,431,,https://ark.intel.com/,1,high,
Intel,cpu,,Core,12th Generation Intel Core i5 Processors,embedded,Alder Lake-H,Golden Cove + Gracemont,Core i5-12500HL,Intel Core i5-12500HL Processor,12,4,8,16,2.50 GHz,4.50 GHz,,,18 MB,45W,65W,Intel 7,FCLGA1700,,4,20,Up to DDR5 4800 MT/s Up to DDR4 3200 MT/s,2,,64 GB,no,,,Intel Iris Xe Graphics eligible,,1.40 GHz,,2022-Q3,544,,https://ark.intel.com/,1,high,
Intel,cpu,,Core,12th Generation Intel Core i5 Processors,embedded,Alder Lake-S,Golden Cove + Gracemont,Core i5-12500TE,Intel Core i5-12500TE Processor,6,6,0,12,1.90 GHz,4.30 GHz,,7.5 MB,18 MB,35W,,Intel 7,FCLGA1700,1,5.0,20,Up to DDR5 4800 MT/s Up to DDR4 3200 MT/s,2,,128 GB,yes,,,Intel UHD Graphics 770,,1.45 GHz,,2022-Q1,338,,https://ark.intel.com/,1,high,
Intel,cpu,,Core,12th Generation Intel Core i5 Processors,embedded,Alder Lake-H,Golden Cove + Gracemont,Core i5-12600HE,Intel Core i5-12600HE Processor,12,4,8,16,2.50 GHz,4.50 GHz,,,18 MB,45W,115W,Intel 7,FCBGA1744,,4,28,Up to DDR5 4800 MT/s Up to DDR4 3200 MT/s Up to LPDDR5 5200 MT/s Up to LPDDR4x 4267 MT/s,2,,64 GB,no,,,Intel Iris Xe Graphics eligible,,1.30 GHz,,2022-Q1,549,,https://ark.intel.com/,1,high,
Intel,cpu,,Core,12th Generation Intel Core i7 Processors,embedded,Alder Lake-U,Golden Cove + Gracemont,Core i7-1255UL,Intel Core i7-1255UL Processor,10,2,8,12,1.70 GHz,4.70 GHz,,,12 MB,15W,28W,Intel 7,FCLGA1700,,4,20,Up to DDR5 4800 MT/s Up to DDR4 3200 MT/s,2,,64 GB,no,,,Intel Iris Xe Graphics eligible,,1.25 GHz,,2022-Q3,648,,https://ark.intel.com/,1,high,
Intel,cpu,,Core,12th Generation Intel Core i7 Processors,embedded,Alder Lake-U,Golden Cove + Gracemont,Core i7-1265UL,Intel Core i7-1265UL Processor,10,2,8,12,1.80 GHz,4.80 GHz,,,12 MB,15W,28W,Intel 7,FCLGA1700,,4,20,Up to DDR5 4800 MT/s Up to DDR4 3200 MT/s,2,,64 GB,no,,,Intel Iris Xe Graphics eligible,,1.25 GHz,,2022-Q3,620,,https://ark.intel.com/,1,high,
Intel,cpu,,Core,13th Generation Intel Core i3 Processors,embedded,Raptor Lake-E,,Core i3-13100E,Intel Core i3-13100E Processor,4,4,0,8,3.30 GHz,4.40 GHz,,5 MB,12 MB,60W,,Intel 7,FCLGA1700,1,5.0,20,Up to DDR5 4800 MT/s Up to DDR4 3200 MT/s,2,,128 GB,yes,,,Intel UHD Graphics 730,,1.50 GHz,,2023-Q1,537,,https://ark.intel.com/,1,high,
Intel,cpu,,Core,13th Generation Intel Core i3 Processors,embedded,Raptor Lake-E,,Core i3-13100TE,Intel Core i3-13100TE Processor,4,4,0,8,2.40 GHz,4.10 GHz,,5 MB,12 MB,35W,,Intel 7,FCLGA1700,1,5.0,20,Up to DDR5 4800 MT/s Up to DDR4 3200 MT/s,2,,128 GB,yes,,,Intel UHD Graphics 730,,1.50 GHz,,2023-Q1,593,,https://ark.intel.com/,1,high,
Intel,cpu,,Core,13th Generation Intel Core i3 Processors,embedded,Raptor Lake-U,Raptor Cove + Gracemont,Core i3-1315UE,Intel Core i3-1315UE Processor,6,2,4,8,1.20 GHz,4.50 GHz,,,10 MB,15W,55W,Intel 7,FCBGA1744,,4,20,Up to DDR5 5200 MT/s Up to DDR4 3200 MT/s Up to LPDDR5/x 5200 MT/s Up to LPDDR4x 4267 MT/s,2,,96 GB,no,,,Intel UHD Graphics for 13th Gen Intel Processors,,1.20 GHz,,2023-Q1,,,https://ark.intel.com/,1,high,
Intel,cpu,,Core,13th Generation Intel Core i3 Processors,embedded,Raptor Lake-U,Raptor Cove + Gracemont,Core i3-1315URE,Intel Core i3-1315URE Processor,6,2,4,8,1.20 GHz,4.50 GHz,,,10 MB,15W,55W,Intel 7,FCBGA1744,,4,20,Up to DDR5 5200 MT/s Up to DDR4 3200 MT/s Up to LPDDR5/x 5200 MT/s Up to LPDDR4x 4267 MT/s,2,,96 GB,yes,,,Intel UHD Graphics for 13th Gen Intel Processors,,1.20 GHz,,2023-Q1,363,,https://ark.intel.com/,1,high,
Intel,cpu,,Core,13th Generation Intel Core i3 Processors,embedded,Raptor Lake-P,Raptor Cove + Gracemont,Core i3-1320PE,Intel Core i3-1320PE Processor,8,4,4,12,1.70 GHz,4.50 GHz,,,12 MB,28W,64W,Intel 7,FCBGA1744,,4,20,Up to DDR5 5200 MT/s Up to DDR4 3200 MT/s Up to LPDDR5/x 6400 MT/s Up to LPDDR4x 4267 MT/s,2,,96 GB,no,,,Intel UHD Graphics for 13th Gen Intel Processors,,1.20 GHz,,2023-Q1,,,https://ark.intel.com/,1,high,
Intel,cpu,,Core,13th Generation Intel Core i3 Processors,embedded,Raptor Lake-P,Raptor Cove + Gracemont,Core i3-1320PRE,Intel Core i3-1320PRE Processor,8,4,4,12,1.70 GHz,4.50 GHz,,,12 MB,28W,64W,Intel 7,FCBGA1744,,4,20,Up to DDR5 5200 MT/s Up to DDR4 3200 MT/s Up to LPDDR5/x 6400 MT/s Up to LPDDR4x 4267 MT/s,2,,96 GB,yes,,,Intel UHD Graphics for 13th Gen Intel Processors,,1.20 GHz,,2023-Q1,107,,https://ark.intel.com/,1,high,
Intel,cpu,,Core,13th Generation Intel Core i3 Processors,embedded,Raptor Lake-H,Raptor Cove + Gracemont,Core i3-13300HE,Intel Core i3-13300HE Processor,8,4,4,12,2.10 GHz,4.60 GHz,,,12 MB,45W,115W,Intel 7,FCBGA1744,,5,28,Up to DDR5 5200 MT/s Up to DDR4 3200 MT/s Up to LPDDR5/x 6400 MT/s Up to LPDDR4x 4267 MT/s,2,,96 GB,no,,,Intel UHD Graphics for 13th Gen Intel Processors,,1.30 GHz,,2023-Q1,134,,https://ark.intel.com/,1,high,
Intel,cpu,,Core,13th Generation Intel Core i3 Processors,embedded,Raptor Lake-H,Raptor Cove + Gracemont,Core i3-13300HRE,Intel Core i3-13300HRE Processor,8,4,4,12,2.10 GHz,4.60 GHz,,,12 MB,45W,115W,Intel 7,FCBGA1744,,5,28,Up to DDR5 5200 MT/s Up to DDR4 3200 MT/s Up to LPDDR5/x 6400 MT/s Up to LPDDR4x 4267 MT/s,2,,96 GB,yes,,,Intel UHD Graphics for 13th Gen Intel Processors,,1.30 GHz,,2023-Q1,214,,https://ark.intel.com/,1,high,
Intel,cpu,,Core,13th Generation Intel Core i5 Processors,embedded,Raptor Lake-U,Raptor Cove + Gracemont,Core i5-1335UE,Intel Core i5-1335UE Processor,10,2,8,12,1.30 GHz,4.50 GHz,,,12 MB,15W,55W,Intel 7,FCBGA1744,,4,20,Up to DDR5 5200 MT/s Up to DDR4 3200 MT/s Up to LPDDR5/x 6400 MT/s Up to LPDDR4x 4267 MT/s,2,,96 GB,no,,,Intel Iris Xe Graphics eligible,,1.25 GHz,,2023-Q1,134,,https://ark.intel.com/,1,high,
Intel,cpu,,Core,13th Generation Intel Core i5 Processors,embedded,Raptor Lake-E,,Core i5-13400E,Intel Core i5-13400E Processor,10,6,4,16,2.40 GHz,4.60 GHz,,9.5 MB,20 MB,65W,,Intel 7,FCLGA1700,1,5.0,20,Up to DDR5 4800 MT/s Up to DDR4 3200 MT/s,2,,128 GB,yes,,,Intel UHD Graphics 730,,1.55 GHz,,2023-Q1,157,,https://ark.intel.com/,1,high,
Intel,cpu,,Core,13th Generation Intel Core i5 Processors,embedded,Raptor Lake-P,Raptor Cove + Gracemont,Core i5-1340PE,Intel Core i5-1340PE Processor,12,4,8,16,1.80 GHz,4.50 GHz,,,12 MB,28W,64W,Intel 7,FCBGA1744,,4,20,Up to DDR5 5200 MT/s Up to DDR4 3200 MT/s Up to LPDDR5/x 6400 MT/s Up to LPDDR4x 4267 MT/s,2,,96 GB,no,,,Intel Iris Xe Graphics eligible,,1.35 GHz,,2023-Q1,384,,https://ark.intel.com/,1,high,
Intel,cpu,,Core,13th Generation Intel Core i5 Processors,embedded,Raptor Lake-U,Raptor Cove + Gracemont,Core i5-1345UE,Intel Core i5-1345UE Processor,10,2,8,12,1.40 GHz,4.60 GHz,,,12 MB,15W,55W,Intel 7,FCBGA1744,,4,20,Up to DDR5 5200 MT/s Up to DDR4 3200 MT/s Up to LPDDR5/x 6400 MT/s Up to LPDDR4x 4267 MT/s,2,,96 GB,no,,,Intel Iris Xe Graphics eligible,,1.25 GHz,,2023-Q1,285,,https://ark.intel.com/,1,high,
