vendor,kind,gpu_family_id,family,series,segment,codename,arch,model,model_full,cores,p_cores,e_cores,threads,base_clock,boost_clock,all_core_boost,l2_cache,l3_cache,tdp,tdp_config_up,process,socket,socket_count,pcie_gen,pcie_lanes,mem_type,mem_channels,mem_speed,mem_max_capacity,ecc,cxl,upi_links,igpu_model,igpu_cores,igpu_clock,npu_tops,launch_date,launch_price_usd,part_number,source_url,source_tier,confidence,notes
Intel,cpu,,Atom,Intel Atom Processor C Series,datacenter,Parker Ridge,Tremont,Atom C5310,Intel Atom Processor C5310,4,,4,4,1.60 GHz,,,,9 MB,32W,,10 nm,FCBGA2106,1,3.0,12,DDR4,2,2400 MHz,256 GB,yes,,,,,,,2022-Q2,239,,https://ark.intel.com/,1,high,
Intel,cpu,,Atom,Intel Atom Processor C Series,datacenter,Parker Ridge,Tremont,Atom C5315,Intel Atom Processor C5315,4,,4,4,2.40 GHz,,,,9 MB,38W,,10 nm,FCBGA2106,1,3.0,12,DDR4,2,2400 MHz,256 GB,yes,,,,,,,2022-Q2,239,,https://ark.intel.com/,1,high,
Intel,cpu,,Atom,Intel Atom Processor C Series,datacenter,Parker Ridge,Tremont,Atom C5320,Intel Atom Processor C5320,8,,8,8,2.40 GHz,,,,9 MB,41W,,10 nm,FCBGA2106,1,3.0,16,DDR4,2,2933 MHz,256 GB,yes,,,,,,,2022-Q2,358,,https://ark.intel.com/,1,high,
Intel,cpu,,Atom,Intel Atom Processor C Series,datacenter,Parker Ridge,Tremont,Atom C5325,Intel Atom Processor C5325,8,,8,8,2.40 GHz,,,,9 MB,41W,,10 nm,FCBGA2106,1,3.0,16,DDR4,2,2933 MHz,256 GB,yes,,,,,,,2022-Q2,335,,https://ark.intel.com/,1,high,
Intel,cpu,,Atom,Intel Atom Processor C Series,datacenter,Parker Ridge,Tremont,Atom C5335C1,Intel Atom Processor C5335C1,12,,12,12,2.40 GHz,,,,13.5 MB,50W,,10 nm,FCBGA2106,1,3.0,16,DDR4,2,2933 MHz,,,,,,,,,2022-Q2,418,,https://ark.intel.com/,1,high,
Intel,cpu,,Atom,Intel Atom Processor P Series,datacenter,Snow Ridge,Tremont,Atom P5322,Intel Atom Processor P5322,8,,8,8,2.20 GHz,,,,9 MB,55W,,10 nm,FCBGA2106,1,3.0,32,DDR4,2,2400 MHz,256 GB,yes,,,,,,,2022-Q2,394,,https://ark.intel.com/,1,high,
Intel,cpu,,Atom,Intel Atom Processor P Series,datacenter,Snow Ridge,Tremont,Atom P5332,Intel Atom Processor P5332,12,,12,12,2.20 GHz,,,,13.5 MB,61W,,10 nm,FCBGA2106,1,3.0,32,DDR4,2,2400 MHz,256 GB,yes,,,,,,,2022-Q2,502,,https://ark.intel.com/,1,high,
Intel,cpu,,Atom,Intel Atom Processor P Series,datacenter,Snow Ridge,Tremont,Atom P5342,Intel Atom Processor P5342,16,,16,16,2.20 GHz,,,,18 MB,71W,,10 nm,FCBGA2106,1,3.0,32,DDR4,2,2667 MHz,256 GB,yes,,,,,,,2022-Q2,708,,https://ark.intel.com/,1,high,
Intel,cpu,,Atom,Intel Atom Processor P Series,datacenter,Snow Ridge,Tremont,Atom P5352,Intel Atom Processor P5352,20,,20,20,2.20 GHz,,,,22.5 MB,78W,,10 nm,FCBGA2106,1,3.0,32,DDR4,2,2933 MHz,256 GB,yes,,,,,,,2022-Q2,732,,https://ark.intel.com/,1,high,
Intel,cpu,,Atom,Intel Atom Processor P Series,datacenter,Snow Ridge,Tremont,Atom P5362,Intel Atom Processor P5362,24,,24,24,2.20 GHz,,,,27 MB,83W,,10 nm,FCBGA2106,1,3.0,32,DDR4,2,2933 MHz,256 GB,yes,,,,,,,2022-Q2,793,,https://ark.intel.com/,1,high,
Intel,cpu,,Atom,Intel Atom Processor P Series,datacenter,Snow Ridge,Tremont,Atom P5721,Intel Atom Processor P5721,8,,8,8,2.20 GHz,,,,9 MB,48W,,10 nm,FCBGA2106,1,3.0,32,DDR4,2,2933 MHz,256 GB,yes,,,,,,,2022-Q2,439,,https://ark.intel.com/,1,high,
Intel,cpu,,Atom,Intel Atom Processor P Series,datacenter,Snow Ridge,Tremont,Atom P5731,Intel Atom Processor P5731,12,,12,12,2.20 GHz,,,,13.5 MB,54W,,10 nm,FCBGA2106,1,3.0,32,DDR4,2,2933 MHz,256 GB,yes,,,,,,,2022-Q2,628,,https://ark.intel.com/,1,high,
Intel,cpu,,Atom,Intel Atom Processor P Series,datacenter,Snow Ridge,Tremont,Atom P5742,Intel Atom Processor P5742,16,,16,16,2.20 GHz,,,,18 MB,67W,,10 nm,FCBGA2106,1,3.0,32,DDR4,2,2933 MHz,256 GB,yes,,,,,,,2022-Q2,842,,https://ark.intel.com/,1,high,
Intel,cpu,,Atom,Intel Atom Processor P Series,datacenter,Snow Ridge,Tremont,Atom P5752,Intel Atom Processor P5752,20,,20,20,2.20 GHz,,,,22.5 MB,74W,,10 nm,FCBGA2106,1,3.0,32,DDR4,2,2933 MHz,256 GB,yes,,,,,,,2022-Q2,855,,https://ark.intel.com/,1,high,
Intel,cpu,,Atom,Intel Atom Processor P Series,datacenter,Snow Ridge,Tremont,Atom P5921B,Intel Atom Processor P5921B,8,,,8,2.20 GHz,,,,9 MB,,,10 nm,,1,3.0,32,DDR4,1,2933 MHz,64 GB,yes,,,,,,,2020-Q1,,,https://ark.intel.com/,1,high,Discontinued
Intel,cpu,,Atom,Intel Atom Processor P Series,datacenter,Snow Ridge,Tremont,Atom P5931B,Intel Atom Processor P5931B,12,,,12,2.20 GHz,,,,13.5 MB,,,10 nm,,1,3.0,32,DDR4,2,2933 MHz,128 GB,yes,,,,,,,2020-Q1,,,https://ark.intel.com/,1,high,Discontinued
Intel,cpu,,Atom,Intel Atom Processor P Series,datacenter,Snow Ridge,Tremont,Atom P5942B,Intel Atom Processor P5942B,16,,,16,2.20 GHz,,,,18 MB,,,10 nm,,1,3.0,32,DDR4,2,2933 MHz,128 GB,yes,,,,,,,2020-Q1,,,https://ark.intel.com/,1,high,Discontinued
Intel,cpu,,Atom,Intel Atom Processor P Series,datacenter,Snow Ridge,Tremont,Atom P5962B,Intel Atom Processor P5962B,24,,,24,2.20 GHz,,,,27 MB,,,10 nm,,1,3.0,32,DDR4,2,2933 MHz,128 GB,yes,,,,,,,2020-Q1,,,https://ark.intel.com/,1,high,Discontinued
Intel,cpu,,Atom,Intel Atom Processor P Series,datacenter,Grand Ridge,Crestmont,Atom P6922-3,Intel Atom P6922-3 Processor,8,,8,8,2.20 GHz,,,8 MB,8 MB,50W,,Intel 4,FCBGA2147,1,4,29,DDR5,2,5600 MHz,128 GB,yes,,,,,,,2026-Q1,,,https://ark.intel.com/,1,high,
Intel,cpu,,Atom,Intel Atom Processor P Series,datacenter,Grand Ridge,Crestmont,Atom P6942-3,Intel Atom P6942-3 Processor,16,,16,16,2.20 GHz,,,16 MB,16 MB,66W,,Intel 4,FCBGA2147,1,4,29,DDR5,2,5600 MHz,128 GB,yes,,,,,,,2026-Q1,,,https://ark.intel.com/,1,high,
Intel,cpu,,Atom,Intel Atom Processor P Series,datacenter,Grand Ridge,Crestmont,Atom P6942-5,Intel Atom P6942-5 Processor,16,,16,16,2.60 GHz,,,16 MB,16 MB,70W,,Intel 4,FCBGA2147,1,4,29,DDR5,2,5600 MHz,128 GB,yes,,,,,,,2026-Q1,,,https://ark.intel.com/,1,high,
Intel,cpu,,Atom,Intel Atom Processor P Series,datacenter,Grand Ridge,Crestmont,Atom P6952-3,Intel Atom P6952-3 Processor,20,,20,20,2.20 GHz,,,20 MB,20 MB,74W,,Intel 4,FCBGA2147,1,4,29,DDR5,2,5600 MHz,128 GB,yes,,,,,,,2026-Q1,,,https://ark.intel.com/,1,high,
Intel,cpu,,Atom,Intel Atom Processor P Series,datacenter,Grand Ridge,Crestmont,Atom P6962-3,Intel Atom P6962-3 Processor,24,,24,24,2.20 GHz,,,24 MB,24 MB,82W,,Intel 4,FCBGA2147,1,4,29,DDR5,2,5600 MHz,128 GB,yes,,,,,,,2026-Q1,,,https://ark.intel.com/,1,high,
Intel,cpu,,Atom,Intel Atom Processor P Series,datacenter,Grand Ridge,Crestmont,Atom P6962-5,Intel Atom P6962-5 Processor,24,,24,24,2.60 GHz,,,24 MB,24 MB,86W,,Intel 4,FCBGA2147,1,4,29,DDR5,2,5600 MHz,128 GB,yes,,,,,,,2026-Q1,,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,Intel Xeon CPU Max Series,datacenter,Sapphire Rapids HBM,Golden Cove,Xeon CPU Max 9460,Intel Xeon CPU Max 9460 Processor,40,,,80,2.20 GHz,3.50 GHz,,,97.5 MB,350W,,Intel 7,FCLGA4677,2,5.0,80,Up to DDR5 4800 MT/s 1DPC Up to DDR5 4400 MT/s 2DPC,8,,4 TB,yes,,,,,,,2023-Q1,8750,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,Intel Xeon CPU Max Series,datacenter,Sapphire Rapids HBM,Golden Cove,Xeon CPU Max 9462,Intel Xeon CPU Max 9462 Processor,32,,,64,2.70 GHz,3.50 GHz,,,75 MB,350W,,Intel 7,FCLGA4677,2,5.0,80,Up to DDR5 4800 MT/s 1DPC Up to DDR5 4400 MT/s 2DPC,8,,4 TB,yes,,,,,,,2023-Q1,7995,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,Intel Xeon CPU Max Series,datacenter,Sapphire Rapids HBM,Golden Cove,Xeon CPU Max 9468,Intel Xeon CPU Max 9468 Processor,48,,,96,2.10 GHz,3.50 GHz,,,105 MB,350W,,Intel 7,FCLGA4677,2,5.0,80,Up to DDR5 4800 MT/s 1DPC Up to DDR5 4400 MT/s 2DPC,8,,4 TB,yes,,,,,,,2023-Q1,9900,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,Intel Xeon CPU Max Series,datacenter,Sapphire Rapids HBM,Golden Cove,Xeon CPU Max 9470,Intel Xeon CPU Max 9470 Processor,52,,,104,2.00 GHz,3.50 GHz,,,105 MB,350W,,Intel 7,FCLGA4677,2,5.0,80,Up to DDR5 4800 MT/s 1DPC Up to DDR5 4400 MT/s 2DPC,8,,4 TB,yes,,,,,,,2023-Q1,11590,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,Intel Xeon CPU Max Series,datacenter,Sapphire Rapids HBM,Golden Cove,Xeon CPU Max 9480,Intel Xeon CPU Max 9480 Processor,56,,,112,1.90 GHz,3.50 GHz,,,112.5 MB,350W,,Intel 7,FCLGA4677,2,5.0,80,Up to DDR5 4800 MT/s 1DPC Up to DDR5 4400 MT/s 2DPC,8,,4 TB,yes,,,,,,,2023-Q1,12980,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,Intel Xeon D Processor,datacenter,Broadwell-DE,Broadwell,Xeon D-1513N,Intel Xeon Processor D-1513N,4,,,8,1.60 GHz,2.20 GHz,2.20 GHz,,6 MB,35W,,14 nm,FCBGA1667,1,2.0,32,DDR4 | DDR3,2,,128 GB,yes,,,,,,,2017-Q3,245,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,Intel Xeon D Processor,datacenter,Broadwell-DE,Broadwell,Xeon D-1523N,Intel Xeon Processor D-1523N,4,,,8,2.00 GHz,2.60 GHz,2.60 GHz,,6 MB,45W,,14 nm,FCBGA1667,1,2.0,32,DDR4 | DDR3,2,,128 GB,yes,,,,,,,2017-Q3,328,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,Intel Xeon D Processor,datacenter,Broadwell-DE,Broadwell,Xeon D-1524N,Intel Xeon Processor D-1524N,4,,,8,2.00 GHz,2.60 GHz,,,6 MB,45W,,,FCBGA1667,,,,,,,,,,,,,,,2018-Q4,342,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,Intel Xeon D Processor,datacenter,Broadwell-DE,Broadwell,Xeon D-1533N,Intel Xeon Processor D-1533N,6,,,12,2.10 GHz,2.70 GHz,2.70 GHz,,9 MB,45W,,14 nm,FCBGA1667,1,2.0,32,DDR4 | DDR3,2,,128 GB,yes,,,,,,,2017-Q3,603,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,Intel Xeon D Processor,datacenter,Broadwell-DE,Broadwell,Xeon D-1543N,Intel Xeon Processor D-1543N,8,,,16,1.90 GHz,2.50 GHz,2.50 GHz,,12 MB,45W,,14 nm,FCBGA1667,1,2.0,32,DDR4 | DDR3,2,,128 GB,yes,,,,,,,2017-Q3,836,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,Intel Xeon D Processor,datacenter,Broadwell-DE,Broadwell,Xeon D-1553N,Intel Xeon Processor D-1553N,8,,,16,2.30 GHz,2.70 GHz,2.70 GHz,,12 MB,65W,,14 nm,FCBGA1667,1,2.0,32,DDR4 | DDR3,2,,128 GB,yes,,,,,,,2017-Q3,1096,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,Intel Xeon D Processor,datacenter,Broadwell-DE (D-1600 refresh),Broadwell,Xeon D-1602,Intel Xeon D-1602 Processor,2,,,4,2.50 GHz,3.20 GHz,3.20 GHz,,3 MB,27W,,14 nm,FCBGA1667,1,2.0,32,DDR4 | DDR3,2,2133 MHz,128 GB,yes,,,,,,,2019-Q2,136,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,Intel Xeon D Processor,datacenter,Broadwell-DE (D-1600 refresh),Broadwell,Xeon D-1622,Intel Xeon D-1622 Processor,4,,,8,2.60 GHz,3.20 GHz,3.20 GHz,,6 MB,40W,,14 nm,FCBGA1667,1,2.0,32,DDR4 | DDR3,2,2133 MHz,128 GB,yes,,,,,,,2019-Q2,218,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,Intel Xeon D Processor,datacenter,Broadwell-DE (D-1600 refresh),Broadwell,Xeon D-1623N,Intel Xeon D-1623N Processor,4,,,8,2.40 GHz,3.20 GHz,3.20 GHz,,6 MB,35W,,14 nm,FCBGA1667,1,2.0,32,DDR4 | DDR3,2,1866 MHz,128 GB,yes,,,,,,,2019-Q2,328,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,Intel Xeon D Processor,datacenter,Broadwell-DE (D-1600 refresh),Broadwell,Xeon D-1627,Intel Xeon D-1627 Processor,4,,,8,2.90 GHz,3.20 GHz,3.20 GHz,,6 MB,45W,,14 nm,FCBGA1667,1,2.0,32,DDR4 | DDR3,2,2133 MHz,128 GB,yes,,,,,,,2019-Q2,259,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,Intel Xeon D Processor,datacenter,Broadwell-DE (D-1600 refresh),Broadwell,Xeon D-1633N,Intel Xeon D-1633N Processor,6,,,12,2.50 GHz,3.20 GHz,3.20 GHz,,9 MB,45W,,14 nm,FCBGA1667,1,2.0,32,DDR4 | DDR3,2,2133 MHz,128 GB,yes,,,,,,,2019-Q2,603,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,Intel Xeon D Processor,datacenter,Broadwell-DE (D-1600 refresh),Broadwell,Xeon D-1637,Intel Xeon D-1637 Processor,6,,,12,2.90 GHz,3.20 GHz,3.20 GHz,,9 MB,55W,,14 nm,FCBGA1667,1,2.0,32,DDR4 | DDR3,2,2400 MHz,128 GB,yes,,,,,,,2019-Q2,520,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,Intel Xeon D Processor,datacenter,Broadwell-DE (D-1600 refresh),Broadwell,Xeon D-1649N,Intel Xeon D-1649N Processor,8,,,16,2.30 GHz,3.00 GHz,3.00 GHz,,12 MB,45W,,14 nm,FCBGA1667,1,2.0,32,DDR4 | DDR3,2,2133 MHz,128 GB,yes,,,,,,,2019-Q2,904,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,Intel Xeon D Processor,datacenter,Broadwell-DE (D-1600 refresh),Broadwell,Xeon D-1653N,Intel Xeon D-1653N Processor,8,,,16,2.80 GHz,3.20 GHz,3.20 GHz,,12 MB,65W,,14 nm,FCBGA1667,1,2.0,32,DDR4 | DDR3,2,2400 MHz,128 GB,yes,,,,,,,2019-Q2,959,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,Intel Xeon D Processor,datacenter,Ice Lake-D (D-17xx),,Xeon D-1702,Intel Xeon D-1702 Processor,2,2,,4,1.60 GHz,1.70 GHz,,,5 MB,25W,,10 nm,FCBGA2227,1,4.0,16,DDR4,,2400 MHz,256 GB,yes,,,,,,,2022-Q1,139,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,Intel Xeon D Processor,datacenter,Ice Lake-D (D-17xx),,Xeon D-1712TR,Intel Xeon D-1712TR Processor,4,4,,8,2.00 GHz,3.10 GHz,,,10 MB,40W,,10 nm,FCBGA2227,1,4.0,16,DDR4,,2400 MHz,384 GB,yes,,,,,,,2022-Q1,295,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,Intel Xeon D Processor,datacenter,Ice Lake-D (D-17xx),,Xeon D-1713NT,Intel Xeon D-1713NT Processor,4,4,,8,2.20 GHz,3.50 GHz,,,10 MB,45W,,10 nm,FCBGA2227,1,4.0,16,DDR4,2,2400 MHz,256 GB,yes,,,,,,,2022-Q1,352,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,Intel Xeon D Processor,datacenter,Ice Lake-D (D-17xx),,Xeon D-1713NTE,Intel Xeon D-1713NTE Processor,4,4,,8,2.20 GHz,3.30 GHz,,,10 MB,45W,,10 nm,FCBGA2227,1,4.0,16,DDR4,2,2400 MHz,256 GB,yes,,,,,,,2022-Q1,365,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,Intel Xeon D Processor,datacenter,Ice Lake-D (D-17xx),,Xeon D-1714,Intel Xeon D-1714 Processor,4,4,,8,2.30 GHz,3.40 GHz,,,10 MB,38W,,10 nm,FCBGA2227,1,4.0,16,DDR4,,2667 MHz,256 GB,yes,,,,,,,2022-Q1,267,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,Intel Xeon D Processor,datacenter,Ice Lake-D (D-17xx),,Xeon D-1715TER,Intel Xeon D-1715TER Processor,4,4,,8,2.40 GHz,3.50 GHz,,,10 MB,50W,,10 nm,FCBGA2227,1,4.0,16,DDR4,,2667 MHz,384 GB,yes,,,,,,,2022-Q1,352,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,Intel Xeon D Processor,datacenter,Ice Lake-D (D-17xx),,Xeon D-1718T,Intel Xeon D-1718T Processor,4,4,,8,2.60 GHz,3.50 GHz,,,10 MB,46W,,10 nm,FCBGA2227,1,4.0,16,DDR4,,2933 MHz,256 GB,yes,,,,,,,2022-Q1,338,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,Intel Xeon D Processor,datacenter,Ice Lake-D (D-17xx),,Xeon D-1722NE,Intel Xeon D-1722NE Processor,6,6,,12,1.70 GHz,2.70 GHz,,,10 MB,36W,,10 nm,FCBGA2227,1,4.0,16,DDR4,2,2400 MHz,256 GB,yes,,,,,,,2022-Q1,,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,Intel Xeon D Processor,datacenter,Ice Lake-D (D-17xx),,Xeon D-1726,Intel Xeon D-1726 Processor,6,6,,12,2.90 GHz,3.50 GHz,,,10 MB,70W,,10 nm,FCBGA2227,1,4.0,16,DDR4,3,2933 MHz,384 GB,yes,,,,,,,2022-Q1,549,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,Intel Xeon D Processor,datacenter,Ice Lake-D (D-17xx),,Xeon D-1731NTE,Intel Xeon D-1731NTE Processor,8,8,,16,1.70 GHz,2.80 GHz,,,15 MB,45W,,10 nm,FCBGA2227,1,4.0,16,DDR4,2,2400 MHz,256 GB,yes,,,,,,,2022-Q1,872,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,Intel Xeon D Processor,datacenter,Ice Lake-D (D-17xx),,Xeon D-1732TE,Intel Xeon D-1732TE Processor,8,8,,16,1.90 GHz,3.00 GHz,,,15 MB,52W,,10 nm,FCBGA2227,1,4.0,16,DDR4,,2667 MHz,384 GB,yes,,,,,,,2022-Q1,818,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,Intel Xeon D Processor,datacenter,Ice Lake-D (D-17xx),,Xeon D-1733NT,Intel Xeon D-1733NT Processor,8,8,,16,2.00 GHz,3.10 GHz,,,15 MB,53W,,10 nm,FCBGA2227,1,4.0,16,DDR4,2,2400 MHz,256 GB,yes,,,,,,,2022-Q1,887,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,Intel Xeon D Processor,datacenter,Ice Lake-D (D-17xx),,Xeon D-1734NT,Intel Xeon D-1734NT Processor,8,8,,16,2.00 GHz,3.10 GHz,,,15 MB,50W,,10 nm,FCBGA2227,1,4.0,16,DDR4,2,2667 MHz,256 GB,yes,,,,,,,2022-Q1,846,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,Intel Xeon D Processor,datacenter,Ice Lake-D (D-17xx),,Xeon D-1735TR,Intel Xeon D-1735TR Processor,8,8,,16,2.20 GHz,3.40 GHz,,,15 MB,59W,,10 nm,FCBGA2227,1,4.0,16,DDR4,,2933 MHz,384 GB,yes,,,,,,,2022-Q1,818,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,Intel Xeon D Processor,datacenter,Ice Lake-D (D-17xx),,Xeon D-1736,Intel Xeon D-1736 Processor,8,8,,16,2.30 GHz,3.40 GHz,,,15 MB,55W,,10 nm,FCBGA2227,1,4.0,16,DDR4,,2933 MHz,256 GB,yes,,,,,,,2022-Q1,747,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,Intel Xeon D Processor,datacenter,Ice Lake-D (D-17xx),,Xeon D-1736NT,Intel Xeon D-1736NT Processor,8,8,,16,2.70 GHz,3.50 GHz,,,15 MB,67W,,10 nm,FCBGA2227,1,4.0,16,DDR4,2,2667 MHz,256 GB,yes,,,,,,,2022-Q1,1128,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,Intel Xeon D Processor,datacenter,Ice Lake-D (D-17xx),,Xeon D-1739,Intel Xeon D-1739 Processor,8,8,,16,3.00 GHz,3.50 GHz,,,15 MB,83W,,10 nm,FCBGA2227,1,4.0,16,DDR4,,2933 MHz,384 GB,yes,,,,,,,2022-Q1,915,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,Intel Xeon D Processor,datacenter,Ice Lake-D (D-17xx),,Xeon D-1746TER,Intel Xeon D-1746TER Processor,10,10,,20,2.00 GHz,3.10 GHz,,,15 MB,67W,,10 nm,FCBGA2227,1,4.0,16,DDR4,3,2667 MHz,384 GB,yes,,,,,,,2022-Q1,1197,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,Intel Xeon D Processor,datacenter,Ice Lake-D (D-17xx),,Xeon D-1747NTE,Intel Xeon D-1747NTE Processor,10,10,,20,2.50 GHz,3.50 GHz,,,15 MB,80W,,10 nm,FCBGA2227,1,4.0,16,DDR4,3,2933 MHz,384 GB,yes,,,,,,,2022-Q1,1478,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,Intel Xeon D Processor,datacenter,Ice Lake-D (D-17xx),,Xeon D-1748TE,Intel Xeon D-1748TE Processor,10,10,,20,2.30 GHz,3.40 GHz,,,15 MB,65W,,10 nm,FCBGA2227,1,4.0,16,DDR4,2,2400 MHz,256 GB,yes,,,,,,,2022-Q1,1197,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,Intel Xeon D Processor,datacenter,Ice Lake-D (D-17xx),,Xeon D-1749NT,Intel Xeon D-1749NT Processor,10,10,,20,3.00 GHz,3.50 GHz,,,15 MB,90W,,10 nm,FCBGA2227,1,4.0,16,DDR4,2,2667 MHz,256 GB,yes,,,,,,,2022-Q1,1409,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,Intel Xeon D Processor,datacenter,Ice Lake-D (D-17xx),,Xeon D-1813NT,Intel Xeon D-1813NT Processor,4,4,,8,2.20 GHz,2.40 GHz,,,,42W,,,FCBGA2227,1,4.0,16,DDR4,2,2400 MHz,256 GB,yes,,,,,,,2023-Q4,352,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,Intel Xeon D Processor,datacenter,Ice Lake-D (D-17xx),,Xeon D-1823NT,Intel Xeon D-1823NT Processor,6,6,,12,2.80 GHz,3.50 GHz,,,,55W,,,FCBGA2227,1,4.0,16,DDR4,2,2400 MHz,256 GB,yes,,,,,,,2023-Q4,488,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,Intel Xeon D Processor,datacenter,Ice Lake-D (D-17xx),,Xeon D-1834,Intel Xeon D-1834 Processor,8,8,,16,1.80 GHz,2.90 GHz,,,,42W,,,FCBGA2227,1,4.0,16,DDR4,2,2667 MHz,256 GB,yes,,,,,,,2023-Q4,333,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,Intel Xeon D Processor,datacenter,Ice Lake-D (D-17xx),,Xeon D-1844NT,Intel Xeon D-1844NT Processor,10,10,,20,2.00 GHz,3.10 GHz,,,,55W,,,FCBGA2227,1,4.0,16,DDR4,2,2667 MHz,256 GB,yes,,,,,,,2023-Q4,844,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,Intel Xeon D Processor,datacenter,Ice Lake-D (D-17xx),,Xeon D-1846,Intel Xeon D-1846 Processor,10,10,,20,2.00 GHz,3.10 GHz,,,,55W,,,FCBGA2227,1,4.0,16,DDR4,2,2933 MHz,256 GB,yes,,,,,,,2023-Q4,747,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,Intel Xeon D Processor,datacenter,Ice Lake-D (D-17xx),,Xeon D-1848TER,Intel Xeon D-1848TER Processor,10,10,,20,2.00 GHz,3.10 GHz,,,,57W,,,FCBGA2227,1,4.0,16,DDR4,2,2667 MHz,256 GB,yes,,,,,,,2023-Q4,1126,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,Intel Xeon D Processor,datacenter,Skylake-D (D-21xx),,Xeon D-2123IT,Intel Xeon D-2123IT Processor,4,,,8,2.20 GHz,3.00 GHz,,,8 MB,60W,,14 nm,FCBGA2518,1,3.0,32,DDR4,4,2400 MHz,512 GB,yes,,,,,,,2018-Q1,273,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,Intel Xeon D Processor,datacenter,Skylake-D (D-21xx),,Xeon D-2141I,Intel Xeon D-2141I Processor,8,,,16,2.20 GHz,3.00 GHz,,,11 MB,65W,,14 nm,FCBGA2518,1,3.0,32,DDR4,4,2133 MHz,512 GB,yes,,,,,,,2018-Q1,712,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,Intel Xeon D Processor,datacenter,Skylake-D (D-21xx),,Xeon D-2142IT,Intel Xeon D-2142IT Processor,8,,,16,1.90 GHz,3.00 GHz,,,11 MB,65W,,14 nm,FCBGA2518,1,3.0,32,DDR4,4,2133 MHz,512 GB,yes,,,,,,,2018-Q1,561,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,Intel Xeon D Processor,datacenter,Skylake-D (D-21xx),,Xeon D-2143IT,Intel Xeon D-2143IT Processor,8,,,16,2.20 GHz,3.00 GHz,,,11 MB,65W,,14 nm,FCBGA2518,1,3.0,32,DDR4,4,2133 MHz,512 GB,yes,,,,,,,2018-Q1,726,,https://ark.intel.com/,1,high,
Intel,cpu,,Xeon,Intel Xeon D Processor,datacenter,Skylake-D (D-21xx),,Xeon D-2145NT,Intel Xeon D-2145NT Processor,8,,,16,1.90 GHz,3.00 GHz,,,11 MB,65W,,14 nm,FCBGA2518,1,3.0,32,DDR4,4,2133 MHz,512 GB,yes,,,,,,,2018-Q1,644,,https://ark.intel.com/,1,high,
